fid,STE_CODE21,STE_NAME21,SAL_CODE21,SAL_NAME21,area,bf_area,bf_area_pct
"56","8",Australian Capital Territory,"80056",Forde,1.97000874875673,0.572420640763074,0.290567562770636
"57","8",Australian Capital Territory,"80057",Forrest (ACT),1.59041816049948,0.0286707356719971,0.0180271681901525
"58","8",Australian Capital Territory,"80058",Franklin (ACT),2.29695816010872,0.519560360863356,0.226194960747028
"59","8",Australian Capital Territory,"80059",Fraser,2.47512156061684,1.58006019034517,0.638376803582688
"60","8",Australian Capital Territory,"80060",Fyshwick,9.76859318916488,4.60129857524444,0.471029808094384
"61","8",Australian Capital Territory,"80061",Garran,2.69666366688406,0.987627605787408,0.366240557884845
"62","8",Australian Capital Territory,"80062",Gilmore (ACT),2.04566955739752,0.973871151365899,0.476064742638517
"63","8",Australian Capital Territory,"80063",Giralang,2.44695456060079,0.814197102859119,0.332738954768009
"64","8",Australian Capital Territory,"80064",Gordon (ACT),4.44186017548626,1.31806269858932,0.296736647826839
"65","8",Australian Capital Territory,"80065",Gowrie (ACT),1.93186242274419,0.400333303473431,0.207226611357118
"66","8",Australian Capital Territory,"80066",Greenway,5.3074900650039,2.31691479609811,0.436536812640536
"67","8",Australian Capital Territory,"80067",Griffith (ACT),2.75621684398439,,0
"68","8",Australian Capital Territory,"80068",Gungahlin,4.56457287233145,1.7145578588383,0.375622847261622
"69","8",Australian Capital Territory,"80069",Hackett,1.95007375565588,0.809445176469687,0.415084390588827
"70","8",Australian Capital Territory,"80070",Hall,1.80209042875516,1.80153251842833,0.999690409361299
"71","8",Australian Capital Territory,"80071",Harrison,2.91719961041515,0.79601402805397,0.272869235691653
"72","8",Australian Capital Territory,"80072",Hawker (ACT),1.95609179413871,0.268824492727054,0.137429385232619
"73","8",Australian Capital Territory,"80073",Higgins,1.67426220597613,0.0898902174493419,0.0536894502715805
"74","8",Australian Capital Territory,"80074",Holder (ACT),1.87196038648737,0.302308330572882,0.161492910189273
"75","8",Australian Capital Territory,"80075",Holt,3.29572131345566,0.0972961094312257,0.0295219468448344
"76","8",Australian Capital Territory,"80076",Hughes (ACT),1.7897092217548,0.339020266386879,0.189427568604955
"77","8",Australian Capital Territory,"80077",Hume,8.56570853197075,6.47281284428196,0.755665782944021
"78","8",Australian Capital Territory,"80078",Isaacs,3.08833732053354,2.29909451297954,0.744444105147926
"79","8",Australian Capital Territory,"80079",Isabella Plains,2.49520078917091,0.438975671545407,0.17592799483334
"80","8",Australian Capital Territory,"80080",Jacka,2.91011133960809,2.7525968087229,0.94587336616942
"81","8",Australian Capital Territory,"80081",Kaleen,6.02804544731253,2.23579826056851,0.370899370303403
"82","8",Australian Capital Territory,"80082",Kambah,11.3362247391028,2.01675216504859,0.177903333028682
"83","8",Australian Capital Territory,"80083",Kingston (ACT),1.40377948782684,0.0891107842364542,0.0634791895801275
"84","8",Australian Capital Territory,"80084",Latham (ACT),2.73150983493561,1.11907595882466,0.409691352566937
"85","8",Australian Capital Territory,"80085",Lawson (ACT),3.08476118955641,2.49464049465958,0.808698094071364
